Date,Title,Quantity Sold,Total Revenue
2025-05-30,Book_8948,1,794
2025-08-29,Book_8362,4,1588
2025-03-17,Book_1273,1,495
2025-05-24,Book_7289,3,1395
2025-04-15,Book_6043,2,1164
2025-05-13,Book_3680,5,4820
2025-11-27,Book_1950,4,3796
2025-10-19,Book_1709,4,408
2025-05-10,Book_7555,5,2980
2025-05-08,Book_2991,4,2484
2025-01-14,Book_3028,2,1400
2025-08-02,Book_5506,2,1618
2025-10-28,Book_9922,3,501
2025-09-27,Book_3037,2,828
2025-11-04,Book_579,2,258
2025-01-10,Book_792,5,825
2025-07-29,Book_422,1,284
2025-02-18,Book_4353,2,1164
2025-06-22,Book_9410,1,780
2025-01-08,Book_3159,1,459
2025-01-28,Book_410,4,616
2025-10-01,Book_3849,2,1138
2025-12-08,Book_3484,3,2949
2025-07-24,Book_2114,3,1914
2025-02-06,Book_9605,5,555
2025-10-13,Book_6861,2,876
2025-07-06,Book_9346,5,2470
2025-01-15,Book_5804,5,2835
2025-07-28,Book_942,5,2830
2025-08-09,Book_5663,3,1998
2025-08-07,Book_3679,5,2180
2025-03-05,Book_2890,5,3930
2025-03-12,Book_8848,5,815
2025-07-02,Book_3441,5,960
2025-12-15,Book_242,1,403
2025-08-31,Book_5948,3,2667
2025-01-24,Book_6346,5,4575
2025-11-29,Book_6351,4,3732
2025-06-13,Book_8162,2,1872
2025-07-03,Book_8270,1,732
2025-11-22,Book_5017,3,2247
2025-01-24,Book_3342,4,488
2025-04-20,Book_4071,5,3025
2025-09-16,Book_2386,3,2538
2025-09-03,Book_8171,1,786
2025-03-04,Book_9246,3,1431
2025-08-17,Book_8833,2,1714
2025-04-23,Book_5088,2,1582
2025-02-28,Book_8234,4,996
2025-01-04,Book_6573,5,2105
2025-04-25,Book_4501,1,335
2025-09-19,Book_1591,1,428
2025-11-05,Book_9893,3,1641
2025-09-15,Book_443,4,1352
2025-02-20,Book_9438,4,3676
2025-08-20,Book_7530,4,2816
2025-03-27,Book_9910,3,1236
2025-05-08,Book_465,2,1090
2025-01-08,Book_22,5,3750
2025-03-30,Book_1767,3,1305
2025-04-03,Book_4943,2,420
2025-12-03,Book_5531,1,275
2025-11-03,Book_9545,3,1416
2025-06-06,Book_8277,4,1080
2025-02-08,Book_581,5,2740
2025-02-02,Book_8138,2,488
2025-02-10,Book_6468,1,937
2025-05-01,Book_2454,2,562
2025-02-02,Book_9070,2,644
2025-11-01,Book_2143,1,774
2025-02-07,Book_7379,5,2555
2025-07-09,Book_579,4,516
2025-12-09,Book_4505,1,279
2025-03-07,Book_2944,1,473
2025-12-01,Book_5238,3,735
2025-08-02,Book_4384,1,868
2025-09-09,Book_9350,2,786
2025-02-14,Book_7531,5,680
2025-06-04,Book_8847,1,437
2025-04-28,Book_1505,1,398
2025-07-11,Book_6606,5,2015
2025-03-08,Book_4588,1,749
2025-10-31,Book_4029,1,357
2025-08-28,Book_232,2,1780
2025-11-01,Book_3463,4,3892
2025-03-28,Book_1665,5,3440
2025-08-26,Book_7734,2,1952
2025-11-13,Book_8999,2,1402
2025-05-03,Book_665,1,466
2025-06-27,Book_19,5,4710
2025-04-27,Book_1375,1,350
2025-12-23,Book_9437,3,2931
2025-04-23,Book_9889,1,751
2025-01-01,Book_9589,4,884
2025-11-03,Book_7162,4,1844
2025-04-11,Book_1988,2,1502
2025-11-24,Book_1765,2,1630
2025-06-21,Book_7284,1,403
2025-08-29,Book_3616,1,815
2025-07-12,Book_3052,4,1956
2025-12-24,Book_7974,3,870
2025-09-19,Book_3506,2,818
2025-04-08,Book_5013,2,1214
2025-04-04,Book_7243,4,3960
2025-01-08,Book_2181,1,597
2025-12-25,Book_5410,1,889
2025-10-14,Book_6586,3,840
2025-06-06,Book_1976,2,1424
2025-03-24,Book_7363,5,3630
2025-12-06,Book_4925,3,861
2025-08-12,Book_9443,4,3352
2025-01-02,Book_2845,5,1985
2025-03-05,Book_1576,5,900
2025-09-17,Book_8775,4,2940
2025-09-05,Book_7609,1,922
2025-06-15,Book_2312,3,2523
2025-03-25,Book_4839,1,892
2025-01-28,Book_7152,2,1912
2025-07-22,Book_9645,3,1215
2025-03-12,Book_2269,5,4415
2025-08-08,Book_3721,4,2228
2025-07-22,Book_5226,4,1536
2025-04-19,Book_5471,2,1798
2025-10-28,Book_3030,4,2940
2025-02-06,Book_2126,2,372
2025-01-28,Book_8459,3,720
2025-10-26,Book_6765,4,3228
2025-11-07,Book_5771,1,175
2025-12-31,Book_9128,2,1730
2025-12-23,Book_5522,4,3092
2025-12-05,Book_523,3,2481
2025-12-20,Book_2373,4,3628
2025-12-10,Book_9156,1,213
2025-11-23,Book_8645,3,705
2025-02-28,Book_3112,4,2356
2025-01-12,Book_249,2,1878
2025-07-29,Book_1700,4,1672
2025-11-23,Book_7852,4,2616
2025-11-30,Book_1431,3,1377
2025-05-06,Book_5202,5,3050
2025-01-23,Book_4666,1,171
2025-02-08,Book_2153,3,927
2025-11-14,Book_3998,3,1857
2025-01-30,Book_3513,4,1408
2025-09-04,Book_2166,2,1178
2025-10-20,Book_7600,2,1518
2025-11-24,Book_9142,5,3090
2025-12-23,Book_4136,2,384
2025-08-01,Book_4173,4,1028
2025-07-25,Book_2205,2,808
2025-01-17,Book_8684,3,876
2025-12-09,Book_6220,5,2885
2025-06-17,Book_1134,2,444
2025-07-23,Book_9550,4,2044
2025-12-28,Book_6135,1,231
2025-07-10,Book_5951,5,1495
2025-09-26,Book_4520,1,474
2025-07-23,Book_8088,3,2811
2025-03-09,Book_4588,5,3745
2025-04-21,Book_8103,4,1880
2025-11-06,Book_7430,1,335
2025-12-31,Book_9032,1,571
2025-08-25,Book_1286,4,2556
2025-06-07,Book_9184,4,1860
2025-07-14,Book_3355,3,915
2025-12-09,Book_4109,1,166
2025-06-06,Book_6897,2,1366
2025-02-03,Book_1396,1,238
2025-05-19,Book_2355,5,3645
2025-11-04,Book_9587,1,890
2025-12-09,Book_5305,5,4650
2025-06-30,Book_5252,5,1225
2025-10-31,Book_844,4,3484
2025-05-24,Book_9955,5,3505
2025-11-05,Book_3979,1,555
2025-05-31,Book_6825,3,1053
2025-03-09,Book_3611,1,201
2025-04-25,Book_7429,3,585
2025-04-14,Book_3899,1,202
2025-06-20,Book_8723,5,4680
2025-02-08,Book_578,4,1480
2025-10-30,Book_1567,3,1275
2025-09-10,Book_1499,3,2529
2025-05-01,Book_3768,2,1470
2025-05-29,Book_9421,3,1212
2025-02-10,Book_3101,3,2550
2025-09-13,Book_2170,4,756
2025-02-03,Book_2882,3,1554
2025-01-03,Book_3656,3,2181
2025-10-06,Book_4520,5,2370
2025-01-29,Book_8143,3,1110
2025-10-15,Book_3477,4,2800
2025-09-13,Book_4427,5,3265
2025-01-17,Book_5719,5,4025
2025-03-08,Book_5132,2,1526
2025-01-16,Book_948,5,2905
2025-09-18,Book_2957,3,453
2025-02-01,Book_2490,3,1272
2025-12-12,Book_8606,1,797
2025-05-27,Book_8215,4,1988
2025-08-26,Book_7021,1,192
2025-08-12,Book_6855,2,1056
2025-09-30,Book_2875,1,752
2025-04-20,Book_4579,2,580
2025-07-17,Book_5686,5,1055
2025-12-12,Book_1867,3,2523
2025-09-08,Book_6175,1,347
2025-08-15,Book_4309,5,2575
2025-01-28,Book_9593,3,1776
2025-06-21,Book_7710,5,3770
2025-08-13,Book_3298,4,3300
2025-11-12,Book_3436,3,951
2025-10-25,Book_5670,5,690
2025-09-21,Book_9934,1,826
2025-04-10,Book_6466,2,422
2025-05-15,Book_3616,4,3260
2025-06-15,Book_3798,2,1176
2025-03-21,Book_5039,3,2277
2025-12-04,Book_9278,2,440
2025-07-07,Book_9183,1,725
2025-10-13,Book_8632,1,925
2025-03-29,Book_6440,5,4595
2025-11-02,Book_5832,1,345
2025-01-07,Book_2012,2,262
2025-11-06,Book_6862,3,2088
2025-03-19,Book_7643,3,432
2025-12-08,Book_9300,2,1604
2025-04-07,Book_70,2,1782
2025-11-13,Book_7599,1,291
2025-12-14,Book_3155,2,430
2025-11-07,Book_694,2,1332
2025-05-23,Book_5542,5,4305
2025-08-30,Book_6275,3,423
2025-10-14,Book_3884,3,486
2025-06-09,Book_5641,1,375
2025-06-25,Book_4321,3,2097
2025-05-25,Book_3796,4,1344
2025-11-20,Book_7450,4,2964
2025-10-06,Book_1233,4,2288
2025-10-15,Book_5927,2,1828
2025-07-01,Book_6248,5,4435
2025-02-09,Book_9789,1,559
2025-02-12,Book_9749,3,2706
2025-07-15,Book_690,2,696
2025-01-30,Book_4940,5,2400
2025-10-04,Book_9727,1,143
2025-08-18,Book_323,1,909
2025-12-26,Book_7024,2,696
2025-10-28,Book_4600,3,1596
2025-08-07,Book_5024,5,2245
2025-09-21,Book_1313,5,1270
2025-12-24,Book_8833,5,4285
2025-12-05,Book_9165,3,621
2025-01-26,Book_9057,2,418
2025-12-10,Book_7621,5,1250
2025-12-21,Book_1009,4,3000
2025-10-12,Book_1624,5,4960
2025-06-09,Book_3859,1,938
2025-12-25,Book_7221,1,272
2025-11-17,Book_4293,5,1970
2025-07-05,Book_6648,1,351
2025-02-28,Book_4789,5,3785
2025-03-18,Book_5092,3,1791
2025-06-01,Book_5427,4,560
2025-06-29,Book_7011,1,959
2025-03-30,Book_6963,2,540
2025-01-27,Book_3849,3,1707
2025-02-03,Book_479,4,2148
2025-02-24,Book_5157,3,1365
2025-03-21,Book_7914,2,1456
2025-08-17,Book_9377,1,689
2025-01-08,Book_8256,2,1592
2025-12-14,Book_729,1,335
2025-07-07,Book_5729,1,367
2025-08-13,Book_186,2,1994
2025-09-14,Book_5691,5,795
2025-06-20,Book_909,2,1168
2025-05-20,Book_4443,2,1884
2025-06-26,Book_1721,4,564
2025-11-04,Book_1126,3,711
2025-07-23,Book_8492,2,366
2025-04-21,Book_9919,4,588
2025-08-27,Book_7130,1,951
2025-04-04,Book_8869,5,1200
2025-03-16,Book_9027,5,2740
2025-01-12,Book_7621,4,1000
2025-07-28,Book_7843,4,3980
2025-01-10,Book_6493,1,285
2025-05-04,Book_6128,5,4565
2025-01-19,Book_478,2,1214
2025-12-14,Book_4046,1,505
2025-05-29,Book_794,3,717
2025-10-07,Book_3059,4,896
2025-07-16,Book_8219,1,978
2025-10-04,Book_7697,5,1285
2025-09-15,Book_579,3,387
2025-02-06,Book_668,1,893
2025-04-25,Book_9010,1,165
2025-02-08,Book_6599,2,1618
2025-10-21,Book_1739,5,3130
2025-03-28,Book_5995,3,2625
2025-11-28,Book_5217,5,4060
2025-10-01,Book_3721,4,2228
2025-05-12,Book_7957,5,1315
2025-12-29,Book_3645,3,1776
2025-04-17,Book_5257,1,888
2025-05-19,Book_7137,1,634
2025-11-07,Book_2849,3,594
2025-04-19,Book_9040,4,496
2025-03-23,Book_9258,5,1875
2025-03-14,Book_5113,2,1706
2025-12-15,Book_8336,5,4565
2025-10-19,Book_1535,2,1462
2025-08-05,Book_5783,5,4625
2025-10-20,Book_755,5,4410
2025-04-06,Book_534,1,243
2025-05-12,Book_7049,2,1698
2025-02-01,Book_5373,5,560
2025-12-17,Book_4410,5,595
2025-10-17,Book_2644,5,1025
2025-08-06,Book_6695,1,743
2025-06-01,Book_9513,2,1054
2025-01-08,Book_6613,1,144
2025-12-05,Book_3248,2,1756
2025-12-08,Book_123,5,1080
2025-05-14,Book_3167,1,981
2025-11-03,Book_9289,2,1482
2025-07-18,Book_1294,2,1024
2025-11-28,Book_578,4,1480
2025-05-06,Book_9361,1,417
2025-08-29,Book_2580,4,2688
2025-07-18,Book_9515,2,792
2025-04-08,Book_4487,1,119
2025-03-06,Book_1884,4,2328
2025-02-23,Book_2771,1,642
2025-06-28,Book_6112,4,1216
2025-05-23,Book_1817,4,1480
2025-12-08,Book_6684,4,3292
2025-03-11,Book_9607,3,303
2025-04-29,Book_4246,2,1100
2025-03-15,Book_2319,4,832
2025-01-18,Book_22,3,2250
2025-02-15,Book_2645,1,541
2025-09-28,Book_2477,3,666
2025-11-19,Book_1055,4,1416
2025-02-26,Book_8958,5,1445
2025-10-26,Book_7228,3,1851
2025-07-28,Book_8812,1,575
2025-08-01,Book_5922,3,2394
2025-07-24,Book_6498,4,836
2025-08-10,Book_9195,3,2868
2025-10-31,Book_203,5,800
2025-05-12,Book_4652,2,1546
2025-03-01,Book_8596,3,996
2025-11-26,Book_7268,1,744
2025-10-05,Book_3637,4,3912
2025-03-31,Book_9134,1,645
2025-01-21,Book_2189,2,1904
2025-03-11,Book_5797,4,2496
2025-05-14,Book_2529,3,774
2025-12-01,Book_2231,5,3790
2025-06-21,Book_2867,2,1446
2025-11-16,Book_4246,3,1650
2025-12-19,Book_7721,4,3612
2025-09-27,Book_9972,3,1125
2025-10-13,Book_9524,2,542
2025-01-23,Book_4522,2,1688
2025-11-07,Book_3849,4,2276
2025-10-24,Book_9345,1,736
2025-08-10,Book_215,1,823
2025-09-22,Book_2190,3,2040
2025-10-03,Book_4269,3,1281
2025-03-26,Book_2308,1,391
2025-02-18,Book_5062,2,1160
2025-03-25,Book_8360,1,560
2025-11-01,Book_2108,1,695
2025-11-09,Book_4274,5,3590
2025-11-29,Book_4968,5,4950
2025-06-05,Book_9815,4,1264
2025-06-13,Book_7640,5,2180
2025-12-01,Book_9690,5,3190
2025-06-13,Book_7266,2,1474
2025-08-15,Book_4321,1,699
2025-10-04,Book_9367,4,3896
2025-12-08,Book_9764,1,921
2025-11-19,Book_4779,3,2637
2025-04-01,Book_5880,3,417
2025-03-17,Book_9943,2,1892
2025-08-05,Book_5357,5,4920
2025-04-16,Book_2914,3,1368
2025-09-20,Book_4436,5,2045
2025-08-19,Book_726,3,1953
2025-11-08,Book_4692,4,3960
2025-01-02,Book_4580,2,590
2025-02-24,Book_8177,4,2572
2025-07-05,Book_1826,2,1668
2025-01-21,Book_8726,2,978
2025-12-02,Book_9796,4,1388
2025-12-31,Book_8447,3,1569
2025-07-23,Book_2209,3,786
2025-06-16,Book_9879,5,4925
2025-01-27,Book_2476,5,4165
2025-07-26,Book_1318,1,212
2025-01-06,Book_5802,5,3265
2025-03-14,Book_8829,4,3168
2025-02-16,Book_9194,1,438
2025-03-02,Book_9171,2,454
2025-08-20,Book_6819,2,784
2025-12-26,Book_5407,4,904
2025-05-09,Book_2275,2,1884
2025-08-25,Book_1152,3,2943
2025-08-13,Book_3211,5,3330
2025-12-07,Book_2277,5,2770
2025-08-21,Book_3921,5,720
2025-12-15,Book_2173,1,689
2025-05-20,Book_9790,5,1785
2025-10-12,Book_7714,4,3100
2025-02-11,Book_2176,5,1595
2025-05-26,Book_1528,3,534
2025-12-30,Book_6638,1,125
2025-07-10,Book_9482,4,1396
2025-10-05,Book_9457,3,1737
2025-02-07,Book_4123,1,115
2025-06-01,Book_2981,5,3585
2025-05-21,Book_6369,2,1404
2025-02-06,Book_8161,1,221
2025-09-19,Book_6626,4,600
2025-04-21,Book_4793,5,4930
2025-10-30,Book_4447,2,1452
2025-01-08,Book_7937,1,979
2025-11-10,Book_4224,5,1405
2025-07-19,Book_9655,3,1881
2025-07-14,Book_6795,5,4980
2025-10-13,Book_759,2,1816
2025-04-04,Book_3619,1,876
2025-11-01,Book_3677,3,2550
2025-01-23,Book_7603,4,2996
2025-08-02,Book_9830,1,944
2025-02-18,Book_4888,4,2716
2025-07-24,Book_6476,4,1872
2025-01-13,Book_8498,4,1316
2025-07-14,Book_2162,2,1338
2025-10-22,Book_9833,5,2260
2025-10-22,Book_5510,4,1540
2025-02-11,Book_3213,3,1833
2025-06-22,Book_239,3,2904
2025-09-06,Book_9127,3,1665
2025-12-28,Book_9993,2,428
2025-04-26,Book_8492,3,549
2025-01-15,Book_1242,3,432
2025-03-25,Book_8799,3,816
2025-12-19,Book_3126,5,2705
2025-08-21,Book_7280,3,2319
2025-11-25,Book_8005,1,105
2025-05-11,Book_1585,3,1233
2025-02-16,Book_4861,2,564
2025-10-18,Book_900,5,2065
2025-10-14,Book_4164,1,547
2025-09-26,Book_7136,5,4400
2025-12-02,Book_4122,3,966
2025-02-10,Book_3345,4,3432
2025-11-23,Book_863,2,530
2025-12-12,Book_8004,2,404
2025-08-24,Book_138,2,740
2025-10-20,Book_5132,3,2289
2025-05-21,Book_9029,1,852
2025-05-30,Book_6203,4,3008
2025-06-24,Book_6259,2,1084
2025-08-19,Book_5819,1,302
2025-04-25,Book_501,2,1844
2025-11-02,Book_3903,5,4585
2025-01-10,Book_824,2,1002
2025-05-10,Book_1159,1,498
2025-06-21,Book_6425,1,465
2025-09-09,Book_6896,2,1742
2025-11-03,Book_7807,3,1797
2025-09-01,Book_8997,3,2247
2025-12-12,Book_2748,4,2616
2025-11-03,Book_1454,5,2715
2025-10-25,Book_8238,3,2463
2025-07-24,Book_5501,2,1402
2025-03-20,Book_7744,3,1179
2025-01-22,Book_1310,2,1202
2025-04-13,Book_7479,5,4520
2025-04-30,Book_7220,5,4345
2025-04-28,Book_7447,3,1695
2025-01-04,Book_733,5,4165
2025-03-25,Book_5238,3,735
2025-01-07,Book_1808,1,757
2025-03-17,Book_357,1,215
2025-06-29,Book_7251,2,776
2025-07-10,Book_4451,2,1884
2025-05-10,Book_740,3,804
2025-11-08,Book_3504,4,2896
2025-08-09,Book_6134,3,1296
2025-02-24,Book_3186,1,903
2025-07-01,Book_4766,3,2361
2025-08-01,Book_317,1,334
2025-04-20,Book_1124,1,730
2025-02-16,Book_1850,4,2272
2025-11-19,Book_6939,1,201
2025-10-31,Book_9382,4,3904
2025-03-26,Book_9433,2,756
2025-09-06,Book_3962,5,2165
2025-09-28,Book_210,5,2920
2025-03-04,Book_405,2,372
2025-12-04,Book_7635,3,2844
2025-02-07,Book_4894,3,2049
2025-08-22,Book_9037,3,528
2025-07-05,Book_5602,3,1980
2025-04-03,Book_5171,5,2990
2025-03-02,Book_9196,4,2796
2025-02-11,Book_8298,5,1580
2025-01-26,Book_5803,5,2580
2025-11-05,Book_224,4,1176
2025-01-03,Book_3950,3,873
2025-06-08,Book_3095,1,117
2025-09-29,Book_8733,3,2175
2025-02-14,Book_6455,3,843
2025-10-09,Book_9378,1,733
2025-11-25,Book_5383,5,3340
2025-05-13,Book_8432,1,445
2025-03-15,Book_8679,3,2154
2025-06-13,Book_4712,3,1497
2025-08-30,Book_6029,4,1328
2025-07-17,Book_1168,1,539
2025-07-30,Book_9467,4,1948
2025-02-05,Book_9492,1,408
2025-10-15,Book_5497,3,2292
2025-07-21,Book_1630,1,647
2025-02-27,Book_9853,1,672
2025-11-06,Book_8036,3,2211
2025-09-09,Book_5004,1,136
2025-01-16,Book_5905,4,1204
2025-10-10,Book_6383,5,3670
2025-10-02,Book_9437,2,1954
2025-07-26,Book_4544,5,1630
2025-02-13,Book_2046,4,2320
2025-04-04,Book_840,3,2562
2025-10-10,Book_6646,4,3880
2025-12-21,Book_8473,3,942
2025-10-10,Book_8505,1,180
2025-06-23,Book_4687,5,3715
2025-04-28,Book_6635,2,416
2025-10-15,Book_2993,5,1040
2025-06-06,Book_1294,3,1536
2025-07-03,Book_7013,1,953
2025-03-11,Book_9647,1,989
2025-03-28,Book_5923,1,450
2025-10-24,Book_9450,2,1524
2025-02-02,Book_7288,5,4640
2025-04-13,Book_4754,1,268
2025-05-13,Book_3262,3,2103
2025-02-13,Book_1068,3,1143
2025-10-21,Book_7888,4,1256
2025-02-16,Book_3361,2,1980
2025-06-14,Book_3883,4,2308
2025-07-20,Book_6018,4,492
2025-07-12,Book_5870,4,3104
2025-12-19,Book_7998,1,314
2025-06-13,Book_4110,3,1815
2025-12-10,Book_4573,1,103
2025-09-13,Book_2784,4,980
2025-11-13,Book_444,5,3905
2025-12-19,Book_2558,1,446
2025-07-30,Book_1128,3,1527
2025-04-22,Book_9376,4,2496
2025-08-22,Book_2561,4,3804
2025-08-02,Book_2451,2,1738
2025-05-02,Book_7942,3,2841
2025-02-04,Book_2987,1,378
2025-12-27,Book_4114,5,2110
2025-01-01,Book_5996,5,4435
2025-03-11,Book_1147,2,1044
2025-08-02,Book_5547,5,4455
2025-10-03,Book_9004,4,2864
2025-10-02,Book_2092,1,679
2025-03-17,Book_7694,2,1092
2025-01-11,Book_8519,1,888
2025-02-01,Book_2994,5,4045
2025-08-10,Book_8821,5,1855
2025-07-04,Book_727,2,368
2025-01-27,Book_9969,2,968
2025-03-07,Book_8381,1,849
2025-09-21,Book_3471,3,1464
2025-06-13,Book_3917,4,1352
2025-03-12,Book_5686,2,422
2025-07-27,Book_5050,5,3755
2025-09-14,Book_5234,3,489
2025-04-27,Book_6915,4,808
2025-03-23,Book_5114,5,4215
2025-08-13,Book_6416,3,2025
2025-07-04,Book_6621,1,782
2025-05-29,Book_7333,5,4375
2025-11-06,Book_1835,2,1828
2025-01-21,Book_5481,5,3910
2025-01-11,Book_4965,4,1596
2025-10-05,Book_2994,4,3236
2025-05-18,Book_943,4,2180
2025-03-04,Book_1496,4,1480
2025-09-20,Book_7969,2,1964
2025-10-31,Book_8844,1,551
2025-05-30,Book_3147,2,502
2025-08-16,Book_3195,3,1854
2025-10-09,Book_6191,5,3285
2025-02-15,Book_6195,1,765
2025-08-15,Book_1999,3,1989
2025-08-20,Book_9145,5,3520
2025-08-20,Book_5595,3,1326
2025-05-11,Book_2179,5,3615
2025-10-09,Book_1188,5,4550
2025-04-27,Book_893,4,3696
2025-09-17,Book_4481,3,1554
2025-02-05,Book_2524,3,1851
2025-10-15,Book_6092,1,416
2025-01-13,Book_3512,4,1440
2025-08-26,Book_7262,3,1878
2025-11-06,Book_5154,5,2935
2025-08-16,Book_4722,2,1380
2025-03-02,Book_7449,3,1410
2025-10-16,Book_5215,1,441
2025-03-02,Book_3609,5,4345
2025-06-21,Book_9801,5,4475
2025-02-15,Book_2328,1,256
2025-11-18,Book_3410,2,1834
2025-09-05,Book_2814,1,573
2025-04-23,Book_3560,3,1848
2025-08-23,Book_3299,3,1248
2025-01-15,Book_2377,1,148
2025-02-25,Book_1542,4,2388
2025-08-02,Book_3547,4,1700
2025-12-28,Book_3873,3,1098
2025-09-02,Book_2164,1,367
2025-05-26,Book_4435,2,1382
2025-06-10,Book_216,3,1809
2025-09-22,Book_879,2,1768
2025-04-05,Book_1304,3,492
2025-12-16,Book_1712,2,532
2025-09-09,Book_1525,5,915
2025-06-14,Book_287,3,1371
2025-01-18,Book_3607,5,2410
2025-04-17,Book_5875,5,2315
2025-05-15,Book_2561,5,4755
2025-05-26,Book_7550,4,2092
2025-09-25,Book_9780,4,3212
2025-02-21,Book_294,2,1818
2025-08-10,Book_9344,2,738
2025-01-08,Book_7643,1,144
2025-12-18,Book_1936,3,1290
2025-12-09,Book_3244,2,860
2025-06-20,Book_2959,4,3632
2025-11-30,Book_5497,3,2292
2025-06-17,Book_7169,1,858
2025-10-07,Book_890,5,3060
2025-03-06,Book_7198,3,372
2025-03-17,Book_5704,4,1164
2025-12-02,Book_2751,4,972
2025-05-24,Book_5598,1,330
2025-01-11,Book_8843,4,1672
2025-11-17,Book_9760,4,2128
2025-11-21,Book_5456,5,3030
2025-08-10,Book_3406,2,688
2025-12-03,Book_7434,1,705
2025-11-18,Book_5174,2,474
2025-10-19,Book_7109,5,2945
2025-12-13,Book_4200,2,1602
2025-04-17,Book_8107,4,1300
2025-02-02,Book_6118,1,399
2025-04-10,Book_1693,5,4860
2025-08-01,Book_3234,4,1796
2025-08-04,Book_6466,2,422
2025-08-31,Book_3534,2,1282
2025-07-08,Book_6127,1,529
2025-06-02,Book_7009,2,536
2025-09-12,Book_2891,3,1983
2025-06-20,Book_7493,5,1740
2025-10-28,Book_6542,5,1805
2025-11-07,Book_1660,4,3260
2025-02-10,Book_3035,4,2692
2025-09-23,Book_1685,2,1676
2025-01-04,Book_4922,2,1016
2025-08-21,Book_1011,4,3228
2025-09-08,Book_3130,2,606
2025-05-11,Book_8970,3,1794
2025-11-25,Book_5878,3,2862
2025-04-21,Book_2500,4,3636
2025-12-14,Book_8433,4,1324
2025-03-16,Book_540,1,646
2025-07-26,Book_4701,3,2169
2025-09-29,Book_7612,4,1860
2025-07-19,Book_5564,2,414
2025-04-29,Book_8156,3,591
2025-11-26,Book_386,4,544
2025-08-28,Book_192,3,690
2025-11-11,Book_6033,3,636
2025-04-09,Book_1390,5,1615
2025-08-31,Book_650,1,651
2025-03-01,Book_1982,2,450
2025-01-10,Book_4410,2,238
2025-06-17,Book_9023,5,4545
2025-02-28,Book_5839,3,573
2025-10-04,Book_6753,2,624
2025-07-17,Book_3695,2,1460
2025-01-21,Book_9058,4,2284
2025-04-19,Book_9069,3,2844
2025-03-19,Book_122,2,944
2025-11-22,Book_9100,2,864
2025-12-07,Book_3090,1,316
2025-01-05,Book_6562,3,1005
2025-12-07,Book_5406,1,303
2025-09-04,Book_7884,3,1224
2025-08-08,Book_8034,1,467
2025-09-16,Book_3779,3,2415
2025-01-21,Book_7983,3,2769
2025-11-07,Book_4137,3,2307
2025-06-03,Book_9700,3,1749
2025-05-06,Book_4628,1,417
2025-07-23,Book_79,5,530
2025-06-26,Book_6045,5,1000
2025-10-24,Book_8259,1,243
2025-06-09,Book_1457,4,2620
2025-03-09,Book_8216,1,297
2025-05-02,Book_7245,3,1689
2025-07-03,Book_6904,5,595
2025-12-15,Book_7923,1,215
2025-05-31,Book_427,1,862
2025-12-10,Book_6216,1,201
2025-05-26,Book_7516,2,958
2025-03-02,Book_845,1,535
2025-05-24,Book_881,5,2240
2025-01-17,Book_6707,2,1722
2025-11-21,Book_7387,5,1765
2025-09-30,Book_7633,4,1336
2025-11-09,Book_5818,1,802
2025-02-17,Book_6828,2,1626
2025-02-13,Book_3493,2,1950
2025-06-20,Book_7671,3,1062
2025-04-05,Book_8149,2,776
2025-10-23,Book_9148,1,829
2025-02-11,Book_7953,3,390
2025-12-23,Book_2308,5,1955
2025-11-07,Book_2833,3,336
2025-10-15,Book_8640,4,916
2025-09-14,Book_131,5,3690
2025-06-06,Book_7720,5,2115
2025-12-19,Book_4289,2,1014
2025-07-05,Book_4097,4,1072
2025-12-14,Book_3017,1,931
2025-05-16,Book_5243,5,1000
2025-08-02,Book_833,2,1224
2025-02-22,Book_1837,4,3436
2025-05-02,Book_139,1,893
2025-05-28,Book_7132,1,806
2025-08-09,Book_8069,4,672
2025-07-26,Book_658,5,4765
2025-11-10,Book_9276,5,890
2025-01-18,Book_5856,3,1356
2025-06-08,Book_5381,2,284
2025-11-03,Book_7181,4,2720
2025-01-21,Book_1546,4,2192
2025-07-17,Book_9701,4,2164
2025-04-05,Book_3270,5,1575
2025-08-07,Book_6466,4,844
2025-10-10,Book_31,1,743
2025-03-26,Book_3418,1,605
2025-11-15,Book_680,3,1236
2025-01-24,Book_1014,3,1848
2025-11-05,Book_5729,4,1468
2025-05-14,Book_7369,2,1412
2025-04-23,Book_520,5,1985
2025-09-16,Book_4724,5,3915
2025-08-23,Book_6715,5,4450
2025-01-13,Book_9890,3,483
2025-08-19,Book_6712,1,810
2025-09-04,Book_6499,1,190
2025-02-25,Book_7840,5,4225
2025-04-29,Book_6665,4,1568
2025-09-13,Book_7905,4,2212
2025-10-03,Book_7468,5,1720
2025-12-17,Book_2486,5,1345
2025-09-07,Book_7027,3,2532
2025-03-20,Book_9841,2,1284
2025-07-23,Book_9813,3,2511
2025-05-10,Book_1719,3,2904
2025-06-10,Book_8515,4,1232
2025-11-09,Book_7003,3,2997
2025-10-30,Book_7648,3,1473
2025-12-27,Book_1472,4,1676
2025-05-18,Book_6374,1,932
2025-08-04,Book_4204,4,552
2025-03-21,Book_2743,1,270
2025-09-16,Book_1954,5,4470
2025-03-18,Book_1738,2,1122
2025-09-15,Book_75,5,4640
2025-02-19,Book_7205,2,466
2025-09-18,Book_6713,5,4830
2025-04-06,Book_3006,1,214
2025-05-11,Book_5969,4,3452
